timestamp,packetLengthPredict
1517688352799319,100.00173380596388
1517688352837583,66.01076484342565
1517688352965108,100.0017147663817
1517688352965147,66.0108693366204
1517688354027486,100.00157519777152
1517688354027533,66.01086933557531
1517688354060207,100.00172892771013
1517688354060223,66.01077055388194
1517688355275614,100.00155234713759
1517688355275646,66.01086933766551
1517688356033918,100.0016205953616
1517688356033956,66.01077055059733
1517688356085826,99.01084591346985
1517688356085852,66.01086933841202
1517688356950746,99.01072452850045
1517688356950775,66.01086933811342
1517688357809751,100.00160556017569
1517688357809786,66.0108693370683
1517688357869360,100.00172491166842
1517688357869391,66.01077055164244
1517688358351702,100.00166179655459
1517688358351719,66.0108693397557
1517688358859624,100.00165797549968
1517688358859641,66.01077055373264
1517688358960387,99.01083861624485
1517688358960404,66.01086933990503
1517688359611595,100.00163658263857
1517688359611613,66.0108693397557
1517688360271121,100.001635340904
1517688360271175,66.0107705482085
1517688360892916,100.00164097954658
1517688360892943,66.01077055223963
1517688361533421,100.00163818209784
1517688361533439,66.0108693397557
1517688362055623,100.00165584348451
1517688362055642,66.01086933960642
1517688362707973,99.0107562641732
1517688362708003,66.01077055179175
1517688362987724,100.00169204339994
1517688362987751,66.01086933841202
1517688363274631,100.00169097455564
1517688363274652,66.01077055313543
1517688363969530,51.210118232884426
1517688363969801,51.21022193825246
1517688364582000,99.01076225591216
1517688364582036,66.0108693370683
1517688364599836,100.00173114826063
1517688364599858,66.01077055313543
1517688365625883,100.00158061962941
1517688365625903,66.01086933930782
1517688366111181,100.00166135372848
1517688366111199,66.01077055358334
1517688366610445,99.01077911988337
1517688366610472,66.01086933841202
1517688367181241,100.00164858970604
1517688367181265,66.01086933885992
1517688367442300,100.00169483323437
1517688367442335,66.01077055104523
1517688368603168,100.00156049268965
1517688368603202,66.01086933721761
1517688369289427,100.00163135218428
1517688369289467,66.01077055029873
1517688369569046,100.00169206460066
1517688369569066,66.01086933945712
1517688370894791,100.00153587418517
1517688370894820,66.01077055194104
1517688371287833,100.0016751288158
